,batting_team,bowling_team,city,runs_left,balls_left,wickets_remaining,total_run_x,crr,rrr,results
843,Punjab Kings,Chennai Super Kings,Chandigarh,171,121,5,171,-0.0,8.48,0
844,Punjab Kings,Chennai Super Kings,Chandigarh,161,119,3,171,60.0,8.12,0
845,Punjab Kings,Chennai Super Kings,Chandigarh,161,118,2,171,30.0,8.19,0
846,Punjab Kings,Chennai Super Kings,Chandigarh,160,117,1,171,22.0,8.21,0
847,Punjab Kings,Chennai Super Kings,Chandigarh,154,116,0,171,25.5,7.97,0
848,Mumbai Indians,Kolkata Knight Riders,Mumbai,134,125,9,134,-0.0,6.43,1
849,Mumbai Indians,Kolkata Knight Riders,Mumbai,134,124,8,134,-0.0,6.48,1
850,Mumbai Indians,Kolkata Knight Riders,Mumbai,124,119,3,134,60.0,6.25,1
851,Mumbai Indians,Kolkata Knight Riders,Mumbai,124,118,2,134,30.0,6.31,1
852,Mumbai Indians,Kolkata Knight Riders,Mumbai,124,117,1,134,20.0,6.36,1
853,Mumbai Indians,Kolkata Knight Riders,Mumbai,123,116,0,134,16.5,6.36,1
854,Royal Challengers Bangalore,Sunrisers Hyderabad,Bengaluru,170,119,3,176,36.0,8.57,1
855,Royal Challengers Bangalore,Sunrisers Hyderabad,Bengaluru,166,119,2,176,60.0,8.37,1
856,Royal Challengers Bangalore,Sunrisers Hyderabad,Bengaluru,160,118,1,176,48.0,8.14,1
857,Royal Challengers Bangalore,Sunrisers Hyderabad,Bengaluru,159,117,0,176,34.0,8.15,1
858,Delhi Capitals,Rajasthan Royals,Delhi,109,119,3,116,42.0,5.5,1
859,Delhi Capitals,Rajasthan Royals,Delhi,108,118,2,116,24.0,5.49,1
860,Delhi Capitals,Rajasthan Royals,Delhi,104,117,1,116,24.0,5.33,1
861,Delhi Capitals,Rajasthan Royals,Delhi,102,116,0,116,21.0,5.28,1
862,Kolkata Knight Riders,Punjab Kings,Chandigarh,184,125,9,184,-0.0,8.83,1
863,Kolkata Knight Riders,Punjab Kings,Chandigarh,181,119,3,184,18.0,9.13,1
864,Kolkata Knight Riders,Punjab Kings,Chandigarh,181,118,2,184,9.0,9.2,1
865,Kolkata Knight Riders,Punjab Kings,Chandigarh,180,117,1,184,8.0,9.23,1
866,Kolkata Knight Riders,Punjab Kings,Chandigarh,178,116,0,184,9.0,9.21,1
867,Sunrisers Hyderabad,Mumbai Indians,Mumbai,156,119,3,163,42.0,7.87,0
868,Sunrisers Hyderabad,Mumbai Indians,Mumbai,156,118,2,163,21.0,7.93,0
869,Sunrisers Hyderabad,Mumbai Indians,Mumbai,155,117,1,163,16.0,7.95,0
870,Sunrisers Hyderabad,Mumbai Indians,Mumbai,151,116,0,163,18.0,7.81,0
871,Delhi Capitals,Chennai Super Kings,Chennai,180,125,9,180,-0.0,8.64,0
872,Delhi Capitals,Chennai Super Kings,Chennai,172,119,3,180,48.0,8.67,0
873,Delhi Capitals,Chennai Super Kings,Chennai,172,118,2,180,24.0,8.75,0
874,Delhi Capitals,Chennai Super Kings,Chennai,171,117,1,180,18.0,8.77,0
875,Delhi Capitals,Chennai Super Kings,Chennai,170,116,0,180,15.0,8.79,0
876,Rajasthan Royals,Royal Challengers Bangalore,Bengaluru,63,125,9,63,-0.0,3.02,0
877,Rajasthan Royals,Royal Challengers Bangalore,Bengaluru,49,119,3,63,84.0,2.47,0
878,Rajasthan Royals,Royal Challengers Bangalore,Bengaluru,43,118,2,63,60.0,2.19,0
879,Rajasthan Royals,Royal Challengers Bangalore,Bengaluru,42,117,1,63,42.0,2.15,0
880,Rajasthan Royals,Royal Challengers Bangalore,Bengaluru,41,116,0,63,33.0,2.12,0
881,Punjab Kings,Sunrisers Hyderabad,Hyderabad,206,119,3,213,42.0,10.39,0
882,Punjab Kings,Sunrisers Hyderabad,Hyderabad,206,118,2,213,21.0,10.47,0
883,Punjab Kings,Sunrisers Hyderabad,Hyderabad,202,119,1,213,66.0,10.18,0
884,Punjab Kings,Sunrisers Hyderabad,Hyderabad,202,118,0,213,33.0,10.27,0
885,Mumbai Indians,Kolkata Knight Riders,Kolkata,233,125,9,233,-0.0,11.18,0
886,Mumbai Indians,Kolkata Knight Riders,Kolkata,224,119,3,233,54.0,11.29,0
887,Mumbai Indians,Kolkata Knight Riders,Kolkata,224,118,2,233,27.0,11.39,0
888,Mumbai Indians,Kolkata Knight Riders,Kolkata,224,117,1,233,18.0,11.49,0
889,Mumbai Indians,Kolkata Knight Riders,Kolkata,220,116,0,233,19.5,11.38,0
890,Royal Challengers Bangalore,Delhi Capitals,Delhi,188,125,9,188,-0.0,9.02,0
891,Royal Challengers Bangalore,Delhi Capitals,Delhi,188,124,8,188,-0.0,9.1,0
892,Royal Challengers Bangalore,Delhi Capitals,Delhi,177,119,3,188,66.0,8.92,0
893,Royal Challengers Bangalore,Delhi Capitals,Delhi,171,118,2,188,51.0,8.69,0
894,Royal Challengers Bangalore,Delhi Capitals,Delhi,170,117,1,188,36.0,8.72,0
895,Royal Challengers Bangalore,Delhi Capitals,Delhi,169,116,0,188,28.5,8.74,0
896,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,161,125,9,161,-0.0,7.73,1
897,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,161,124,8,161,-0.0,7.79,1
898,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,157,119,3,161,24.0,7.92,1
899,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,157,118,2,161,12.0,7.98,1
900,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,156,117,1,161,10.0,8.0,1
901,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,155,116,0,161,9.0,8.02,1
902,Chennai Super Kings,Mumbai Indians,Chennai,146,119,3,156,60.0,7.36,0
903,Chennai Super Kings,Mumbai Indians,Chennai,145,118,2,156,33.0,7.37,0
904,Chennai Super Kings,Mumbai Indians,Chennai,145,117,1,156,22.0,7.44,0
905,Chennai Super Kings,Mumbai Indians,Chennai,145,116,0,156,16.5,7.5,0
906,Rajasthan Royals,Kolkata Knight Riders,Kolkata,176,125,9,176,-0.0,8.45,1
907,Rajasthan Royals,Kolkata Knight Riders,Kolkata,176,124,8,176,-0.0,8.52,1
908,Rajasthan Royals,Kolkata Knight Riders,Kolkata,176,123,7,176,-0.0,8.59,1
909,Rajasthan Royals,Kolkata Knight Riders,Kolkata,171,119,3,176,30.0,8.62,1
910,Rajasthan Royals,Kolkata Knight Riders,Kolkata,167,118,2,176,27.0,8.49,1
911,Rajasthan Royals,Kolkata Knight Riders,Kolkata,166,117,1,176,20.0,8.51,1
912,Rajasthan Royals,Kolkata Knight Riders,Kolkata,160,116,0,176,24.0,8.28,1
913,Punjab Kings,Royal Challengers Bangalore,Bengaluru,189,119,3,203,84.0,9.53,0
914,Punjab Kings,Royal Challengers Bangalore,Bengaluru,188,119,2,203,90.0,9.48,0
915,Punjab Kings,Royal Challengers Bangalore,Bengaluru,184,118,1,203,57.0,9.36,0
916,Punjab Kings,Royal Challengers Bangalore,Bengaluru,180,117,0,203,46.0,9.23,0
917,Chennai Super Kings,Sunrisers Hyderabad,Chennai,176,125,9,176,-0.0,8.45,1
918,Chennai Super Kings,Sunrisers Hyderabad,Chennai,176,124,8,176,-0.0,8.52,1
919,Chennai Super Kings,Sunrisers Hyderabad,Chennai,176,123,7,176,-0.0,8.59,1
920,Chennai Super Kings,Sunrisers Hyderabad,Chennai,176,122,6,176,-0.0,8.66,1
921,Chennai Super Kings,Sunrisers Hyderabad,Chennai,176,121,5,176,-0.0,8.73,1
922,Chennai Super Kings,Sunrisers Hyderabad,Chennai,176,119,3,176,0.0,8.87,1
923,Chennai Super Kings,Sunrisers Hyderabad,Chennai,176,118,2,176,0.0,8.95,1
924,Chennai Super Kings,Sunrisers Hyderabad,Chennai,176,117,1,176,0.0,9.03,1
925,Chennai Super Kings,Sunrisers Hyderabad,Chennai,176,116,0,176,0.0,9.1,1
926,Delhi Capitals,Rajasthan Royals,Jaipur,192,125,9,192,-0.0,9.22,1
927,Delhi Capitals,Rajasthan Royals,Jaipur,188,119,3,192,24.0,9.48,1
928,Delhi Capitals,Rajasthan Royals,Jaipur,188,118,2,192,12.0,9.56,1
929,Delhi Capitals,Rajasthan Royals,Jaipur,182,117,1,192,20.0,9.33,1
930,Delhi Capitals,Rajasthan Royals,Jaipur,182,116,0,192,15.0,9.41,1
931,Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,154,119,3,160,36.0,7.76,1
932,Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,154,119,2,160,36.0,7.76,1
933,Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,148,118,1,160,36.0,7.53,1
934,Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,147,117,0,160,26.0,7.54,1
935,Chennai Super Kings,Royal Challengers Bangalore,Bengaluru,156,119,3,162,36.0,7.87,0
936,Chennai Super Kings,Royal Challengers Bangalore,Bengaluru,156,118,2,162,18.0,7.93,0
937,Chennai Super Kings,Royal Challengers Bangalore,Bengaluru,155,117,1,162,14.0,7.95,0
938,Chennai Super Kings,Royal Challengers Bangalore,Bengaluru,155,116,0,162,10.5,8.02,0
939,Delhi Capitals,Punjab Kings,Delhi,164,125,9,164,-0.0,7.87,1
940,Delhi Capitals,Punjab Kings,Delhi,164,124,8,164,-0.0,7.94,1
941,Delhi Capitals,Punjab Kings,Delhi,164,123,7,164,-0.0,8.0,1
942,Delhi Capitals,Punjab Kings,Delhi,163,119,3,164,6.0,8.22,1
943,Delhi Capitals,Punjab Kings,Delhi,159,118,2,164,15.0,8.08,1
944,Delhi Capitals,Punjab Kings,Delhi,158,117,1,164,12.0,8.1,1
945,Delhi Capitals,Punjab Kings,Delhi,158,116,0,164,9.0,8.17,1
946,Rajasthan Royals,Mumbai Indians,Jaipur,162,125,9,162,-0.0,7.78,1
947,Rajasthan Royals,Mumbai Indians,Jaipur,162,124,8,162,-0.0,7.84,1
948,Rajasthan Royals,Mumbai Indians,Jaipur,152,119,3,162,60.0,7.66,1
949,Rajasthan Royals,Mumbai Indians,Jaipur,148,118,2,162,42.0,7.53,1
950,Rajasthan Royals,Mumbai Indians,Jaipur,147,117,1,162,30.0,7.54,1
951,Rajasthan Royals,Mumbai Indians,Jaipur,146,116,0,162,24.0,7.55,1
952,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,204,119,3,214,60.0,10.29,0
953,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,204,118,2,214,30.0,10.37,0
954,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,204,117,1,214,20.0,10.46,0
955,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,203,116,0,214,16.5,10.5,0
956,Delhi Capitals,Mumbai Indians,Delhi,169,125,9,169,-0.0,8.11,0
957,Delhi Capitals,Mumbai Indians,Delhi,161,119,3,169,48.0,8.12,0
958,Delhi Capitals,Mumbai Indians,Delhi,157,118,2,169,36.0,7.98,0
959,Delhi Capitals,Mumbai Indians,Delhi,157,117,1,169,24.0,8.05,0
960,Delhi Capitals,Mumbai Indians,Delhi,153,116,0,169,24.0,7.91,0
961,Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,119,119,3,133,84.0,6.0,1
962,Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,118,118,2,133,45.0,6.0,1
963,Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,114,117,1,133,38.0,5.85,1
964,Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,114,116,0,133,28.5,5.9,1
965,Rajasthan Royals,Punjab Kings,Chandigarh,179,119,3,183,24.0,9.03,0
966,Rajasthan Royals,Punjab Kings,Chandigarh,179,118,2,183,12.0,9.1,0
967,Rajasthan Royals,Punjab Kings,Chandigarh,173,117,1,183,20.0,8.87,0
968,Rajasthan Royals,Punjab Kings,Chandigarh,172,116,0,183,16.5,8.9,0
969,Mumbai Indians,Royal Challengers Bangalore,Mumbai,163,119,3,172,54.0,8.22,1
970,Mumbai Indians,Royal Challengers Bangalore,Mumbai,162,119,2,172,60.0,8.17,1
971,Mumbai Indians,Royal Challengers Bangalore,Mumbai,156,118,1,172,48.0,7.93,1
972,Mumbai Indians,Royal Challengers Bangalore,Mumbai,156,117,0,172,32.0,8.0,1
973,Chennai Super Kings,Kolkata Knight Riders,Kolkata,151,119,3,162,66.0,7.61,1
974,Chennai Super Kings,Kolkata Knight Riders,Kolkata,151,118,2,162,33.0,7.68,1
975,Chennai Super Kings,Kolkata Knight Riders,Kolkata,151,117,1,162,22.0,7.74,1
976,Chennai Super Kings,Kolkata Knight Riders,Kolkata,150,116,0,162,18.0,7.76,1
977,Sunrisers Hyderabad,Delhi Capitals,Hyderabad,156,125,9,156,-0.0,7.49,0
978,Sunrisers Hyderabad,Delhi Capitals,Hyderabad,156,124,8,156,-0.0,7.55,0
979,Sunrisers Hyderabad,Delhi Capitals,Hyderabad,149,119,3,156,42.0,7.51,0
980,Sunrisers Hyderabad,Delhi Capitals,Hyderabad,149,118,2,156,21.0,7.58,0
981,Sunrisers Hyderabad,Delhi Capitals,Hyderabad,149,117,1,156,14.0,7.64,0
982,Sunrisers Hyderabad,Delhi Capitals,Hyderabad,148,116,0,156,12.0,7.66,0
983,Rajasthan Royals,Mumbai Indians,Mumbai,188,125,9,188,-0.0,9.02,1
984,Rajasthan Royals,Mumbai Indians,Mumbai,188,124,8,188,-0.0,9.1,1
985,Rajasthan Royals,Mumbai Indians,Mumbai,188,123,7,188,-0.0,9.17,1
986,Rajasthan Royals,Mumbai Indians,Mumbai,184,119,3,188,24.0,9.28,1
987,Rajasthan Royals,Mumbai Indians,Mumbai,184,118,2,188,12.0,9.36,1
988,Rajasthan Royals,Mumbai Indians,Mumbai,180,117,1,188,16.0,9.23,1
989,Rajasthan Royals,Mumbai Indians,Mumbai,180,116,0,188,12.0,9.31,1
990,Royal Challengers Bangalore,Punjab Kings,Chandigarh,164,119,3,174,60.0,8.27,1
991,Royal Challengers Bangalore,Punjab Kings,Chandigarh,160,118,2,174,42.0,8.14,1
992,Royal Challengers Bangalore,Punjab Kings,Chandigarh,159,117,1,174,30.0,8.15,1
993,Royal Challengers Bangalore,Punjab Kings,Chandigarh,155,116,0,174,28.5,8.02,1
994,Delhi Capitals,Kolkata Knight Riders,Kolkata,177,119,3,179,12.0,8.92,1
995,Delhi Capitals,Kolkata Knight Riders,Kolkata,176,118,2,179,9.0,8.95,1
996,Delhi Capitals,Kolkata Knight Riders,Kolkata,176,117,1,179,6.0,9.03,1
997,Delhi Capitals,Kolkata Knight Riders,Kolkata,170,116,0,179,13.5,8.79,1
998,Chennai Super Kings,Rajasthan Royals,Jaipur,152,125,9,152,-0.0,7.3,1
999,Chennai Super Kings,Rajasthan Royals,Jaipur,152,124,8,152,-0.0,7.35,1
1000,Chennai Super Kings,Rajasthan Royals,Jaipur,152,123,7,152,-0.0,7.41,1
1001,Chennai Super Kings,Rajasthan Royals,Jaipur,152,122,6,152,-0.0,7.48,1
1002,Chennai Super Kings,Rajasthan Royals,Jaipur,152,121,5,152,-0.0,7.54,1
1003,Chennai Super Kings,Rajasthan Royals,Jaipur,152,119,3,152,0.0,7.66,1
1004,Chennai Super Kings,Rajasthan Royals,Jaipur,152,118,2,152,0.0,7.73,1
1005,Chennai Super Kings,Rajasthan Royals,Jaipur,151,117,1,152,2.0,7.74,1
1006,Chennai Super Kings,Rajasthan Royals,Jaipur,147,116,0,152,7.5,7.6,1
1007,Mumbai Indians,Punjab Kings,Mumbai,198,125,9,198,-0.0,9.5,1
1008,Mumbai Indians,Punjab Kings,Mumbai,187,119,3,198,66.0,9.43,1
1009,Mumbai Indians,Punjab Kings,Mumbai,186,118,2,198,36.0,9.46,1
1010,Mumbai Indians,Punjab Kings,Mumbai,186,117,1,198,24.0,9.54,1
1011,Mumbai Indians,Punjab Kings,Mumbai,186,116,0,198,18.0,9.62,1
1012,Chennai Super Kings,Kolkata Knight Riders,Chennai,97,119,3,109,72.0,4.89,1
1013,Chennai Super Kings,Kolkata Knight Riders,Chennai,97,118,2,109,36.0,4.93,1
1014,Chennai Super Kings,Kolkata Knight Riders,Chennai,97,117,1,109,24.0,4.97,1
1015,Chennai Super Kings,Kolkata Knight Riders,Chennai,96,116,0,109,19.5,4.97,1
1016,Punjab Kings,Sunrisers Hyderabad,Chandigarh,149,119,3,151,12.0,7.51,0
1017,Punjab Kings,Sunrisers Hyderabad,Chandigarh,149,118,2,151,6.0,7.58,0
1018,Punjab Kings,Sunrisers Hyderabad,Chandigarh,145,117,1,151,12.0,7.44,0
1019,Punjab Kings,Sunrisers Hyderabad,Chandigarh,144,116,0,151,10.5,7.45,0
1020,Kolkata Knight Riders,Rajasthan Royals,Jaipur,140,125,9,140,-0.0,6.72,1
1021,Kolkata Knight Riders,Rajasthan Royals,Jaipur,126,119,3,140,84.0,6.35,1
1022,Kolkata Knight Riders,Rajasthan Royals,Jaipur,126,118,2,140,42.0,6.41,1
1023,Kolkata Knight Riders,Rajasthan Royals,Jaipur,120,117,1,140,40.0,6.15,1
1024,Kolkata Knight Riders,Rajasthan Royals,Jaipur,116,116,0,140,36.0,6.0,1
1025,Delhi Capitals,Royal Challengers Bangalore,Bengaluru,150,125,9,150,-0.0,7.2,1
1026,Delhi Capitals,Royal Challengers Bangalore,Bengaluru,143,119,3,150,42.0,7.21,1
1027,Delhi Capitals,Royal Challengers Bangalore,Bengaluru,142,118,2,150,24.0,7.22,1
1028,Delhi Capitals,Royal Challengers Bangalore,Bengaluru,142,119,1,150,48.0,7.16,1
1029,Delhi Capitals,Royal Challengers Bangalore,Bengaluru,141,118,0,150,27.0,7.17,1
1030,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,127,119,3,137,60.0,6.4,0
1031,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,127,118,2,137,30.0,6.46,0
1032,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,126,117,1,137,22.0,6.46,0
1033,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,126,116,0,137,16.5,6.52,0
1034,Punjab Kings,Chennai Super Kings,Chennai,161,125,9,161,-0.0,7.73,0
1035,Punjab Kings,Chennai Super Kings,Chennai,154,119,3,161,42.0,7.76,0
1036,Punjab Kings,Chennai Super Kings,Chennai,154,119,2,161,42.0,7.76,0
1037,Punjab Kings,Chennai Super Kings,Chennai,154,118,1,161,21.0,7.83,0
1038,Punjab Kings,Chennai Super Kings,Chennai,154,117,0,161,14.0,7.9,0
1039,Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,189,119,3,206,102.0,9.53,1
1040,Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,189,119,2,206,102.0,9.53,1
1041,Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,189,118,1,206,51.0,9.61,1
1042,Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,185,117,0,206,42.0,9.49,1
1043,Sunrisers Hyderabad,Delhi Capitals,Delhi,130,125,9,130,-0.0,6.24,1
1044,Sunrisers Hyderabad,Delhi Capitals,Delhi,130,124,8,130,-0.0,6.29,1
1045,Sunrisers Hyderabad,Delhi Capitals,Delhi,130,123,7,130,-0.0,6.34,1
1046,Sunrisers Hyderabad,Delhi Capitals,Delhi,124,119,3,130,36.0,6.25,1
1047,Sunrisers Hyderabad,Delhi Capitals,Delhi,124,118,2,130,18.0,6.31,1
1048,Sunrisers Hyderabad,Delhi Capitals,Delhi,124,117,1,130,12.0,6.36,1
1049,Sunrisers Hyderabad,Delhi Capitals,Delhi,124,116,0,130,9.0,6.41,1
1050,Chennai Super Kings,Mumbai Indians,Mumbai,171,125,9,171,-0.0,8.21,0
1051,Chennai Super Kings,Mumbai Indians,Mumbai,171,124,8,171,-0.0,8.27,0
1052,Chennai Super Kings,Mumbai Indians,Mumbai,169,119,3,171,12.0,8.52,0
1053,Chennai Super Kings,Mumbai Indians,Mumbai,165,118,2,171,18.0,8.39,0
1054,Chennai Super Kings,Mumbai Indians,Mumbai,165,117,1,171,12.0,8.46,0
1055,Chennai Super Kings,Mumbai Indians,Mumbai,165,116,0,171,9.0,8.53,0
1056,Rajasthan Royals,Royal Challengers Bangalore,Jaipur,151,119,3,159,48.0,7.61,1
1057,Rajasthan Royals,Royal Challengers Bangalore,Jaipur,150,118,2,159,27.0,7.63,1
1058,Rajasthan Royals,Royal Challengers Bangalore,Jaipur,149,117,1,159,20.0,7.64,1
1059,Rajasthan Royals,Royal Challengers Bangalore,Jaipur,145,116,0,159,21.0,7.5,1
1060,Delhi Capitals,Punjab Kings,Chandigarh,167,125,9,167,-0.0,8.02,0
1061,Delhi Capitals,Punjab Kings,Chandigarh,160,119,3,167,42.0,8.07,0
1062,Delhi Capitals,Punjab Kings,Chandigarh,160,119,2,167,42.0,8.07,0
1063,Delhi Capitals,Punjab Kings,Chandigarh,158,118,1,167,27.0,8.03,0
1064,Delhi Capitals,Punjab Kings,Chandigarh,157,117,0,167,20.0,8.05,0
1065,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,232,125,9,232,-0.0,11.14,0
1066,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,225,119,3,232,42.0,11.34,0
1067,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,221,118,2,232,33.0,11.24,0
1068,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,220,117,1,232,24.0,11.28,0
1069,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,220,116,0,232,18.0,11.38,0
1070,Rajasthan Royals,Chennai Super Kings,Chennai,176,125,9,176,-0.0,8.45,0
1071,Rajasthan Royals,Chennai Super Kings,Chennai,176,124,8,176,-0.0,8.52,0
1072,Rajasthan Royals,Chennai Super Kings,Chennai,176,123,7,176,-0.0,8.59,0
1073,Rajasthan Royals,Chennai Super Kings,Chennai,176,122,6,176,-0.0,8.66,0
1074,Rajasthan Royals,Chennai Super Kings,Chennai,176,121,5,176,-0.0,8.73,0
1075,Rajasthan Royals,Chennai Super Kings,Chennai,172,119,3,176,24.0,8.67,0
1076,Rajasthan Royals,Chennai Super Kings,Chennai,172,118,2,176,12.0,8.75,0
1077,Rajasthan Royals,Chennai Super Kings,Chennai,171,117,1,176,10.0,8.77,0
1078,Rajasthan Royals,Chennai Super Kings,Chennai,171,116,0,176,7.5,8.84,0
1079,Delhi Capitals,Kolkata Knight Riders,Delhi,186,125,9,186,-0.0,8.93,1
1080,Delhi Capitals,Kolkata Knight Riders,Delhi,186,124,8,186,-0.0,9.0,1
1081,Delhi Capitals,Kolkata Knight Riders,Delhi,180,119,3,186,36.0,9.08,1
1082,Delhi Capitals,Kolkata Knight Riders,Delhi,179,118,2,186,21.0,9.1,1
1083,Delhi Capitals,Kolkata Knight Riders,Delhi,179,117,1,186,14.0,9.18,1
1084,Delhi Capitals,Kolkata Knight Riders,Delhi,175,116,0,186,16.5,9.05,1
1085,Punjab Kings,Mumbai Indians,Chandigarh,171,119,3,177,36.0,8.62,0
1086,Punjab Kings,Mumbai Indians,Chandigarh,170,118,2,177,21.0,8.64,0
1087,Punjab Kings,Mumbai Indians,Chandigarh,170,117,1,177,14.0,8.72,0
1088,Punjab Kings,Mumbai Indians,Chandigarh,170,116,0,177,10.5,8.79,0
1089,Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,185,119,3,199,84.0,9.33,1
1090,Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,181,119,2,199,108.0,9.13,1
1091,Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,180,118,1,199,57.0,9.15,1
1092,Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,179,117,0,199,40.0,9.18,1
1093,Royal Challengers Bangalore,Mumbai Indians,Bengaluru,180,119,3,188,48.0,9.08,0
1094,Royal Challengers Bangalore,Mumbai Indians,Bengaluru,180,118,2,188,24.0,9.15,0
1095,Royal Challengers Bangalore,Mumbai Indians,Bengaluru,179,117,1,188,18.0,9.18,0
1096,Royal Challengers Bangalore,Mumbai Indians,Bengaluru,179,116,0,188,13.5,9.26,0
1097,Punjab Kings,Kolkata Knight Riders,Kolkata,208,119,3,219,66.0,10.49,0
1098,Punjab Kings,Kolkata Knight Riders,Kolkata,208,118,2,219,33.0,10.58,0
1099,Punjab Kings,Kolkata Knight Riders,Kolkata,208,117,1,219,22.0,10.67,0
1100,Punjab Kings,Kolkata Knight Riders,Kolkata,208,116,0,219,16.5,10.76,0
1101,Chennai Super Kings,Delhi Capitals,Delhi,148,125,9,148,-0.0,7.1,1
1102,Chennai Super Kings,Delhi Capitals,Delhi,137,119,3,148,66.0,6.91,1
1103,Chennai Super Kings,Delhi Capitals,Delhi,137,118,2,148,33.0,6.97,1
1104,Chennai Super Kings,Delhi Capitals,Delhi,133,117,1,148,30.0,6.82,1
1105,Chennai Super Kings,Delhi Capitals,Delhi,133,116,0,148,22.5,6.88,1
1106,Rajasthan Royals,Punjab Kings,Jaipur,185,125,9,185,-0.0,8.88,0
1107,Rajasthan Royals,Punjab Kings,Jaipur,185,124,8,185,-0.0,8.95,0
1108,Rajasthan Royals,Punjab Kings,Jaipur,169,119,3,185,96.0,8.52,0
1109,Rajasthan Royals,Punjab Kings,Jaipur,168,118,2,185,51.0,8.54,0
1110,Rajasthan Royals,Punjab Kings,Jaipur,168,117,1,185,34.0,8.62,0
1111,Rajasthan Royals,Punjab Kings,Jaipur,167,116,0,185,27.0,8.64,0
1112,Mumbai Indians,Delhi Capitals,Mumbai,209,119,3,214,30.0,10.54,0
1113,Mumbai Indians,Delhi Capitals,Mumbai,208,118,2,214,18.0,10.58,0
1114,Mumbai Indians,Delhi Capitals,Mumbai,207,117,1,214,14.0,10.62,0
1115,Mumbai Indians,Delhi Capitals,Mumbai,207,116,0,214,10.5,10.71,0
1116,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,182,125,9,182,-0.0,8.74,1
1117,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,182,124,8,182,-0.0,8.81,1
1118,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,182,123,7,182,-0.0,8.88,1
1119,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,182,122,6,182,-0.0,8.95,1
1120,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,181,119,3,182,6.0,9.13,1
1121,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,175,118,2,182,21.0,8.9,1
1122,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,175,117,1,182,14.0,8.97,1
1123,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,175,116,0,182,10.5,9.05,1
1124,Chennai Super Kings,Royal Challengers Bangalore,Chennai,71,125,9,71,-0.0,3.41,1
1125,Chennai Super Kings,Royal Challengers Bangalore,Chennai,71,124,8,71,-0.0,3.44,1
1126,Chennai Super Kings,Royal Challengers Bangalore,Chennai,71,123,7,71,-0.0,3.46,1
1127,Chennai Super Kings,Royal Challengers Bangalore,Chennai,71,122,6,71,-0.0,3.49,1
1128,Chennai Super Kings,Royal Challengers Bangalore,Chennai,71,121,5,71,-0.0,3.52,1
1129,Chennai Super Kings,Royal Challengers Bangalore,Chennai,71,119,3,71,0.0,3.58,1
1130,Chennai Super Kings,Royal Challengers Bangalore,Chennai,70,118,2,71,3.0,3.56,1
1131,Chennai Super Kings,Royal Challengers Bangalore,Chennai,70,117,1,71,2.0,3.59,1
1132,Chennai Super Kings,Royal Challengers Bangalore,Chennai,70,116,0,71,1.5,3.62,1
1133,Chennai Super Kings,Sunrisers Hyderabad,Mumbai,179,125,9,179,-0.0,8.59,1
1134,Chennai Super Kings,Sunrisers Hyderabad,Mumbai,179,124,8,179,-0.0,8.66,1
