,batting_team,bowling_team,city,runs_left,balls_left,wickets_remaining,total_run_x,crr,rrr,results
2118,Sunrisers Hyderabad,Chennai Super Kings,Ranchi,169,117,1,186,34.0,8.67,1
2119,Sunrisers Hyderabad,Chennai Super Kings,Ranchi,169,116,0,186,25.5,8.74,1
2120,Mumbai Indians,Punjab Kings,Chandigarh,157,125,9,157,-0.0,7.54,1
2121,Mumbai Indians,Punjab Kings,Chandigarh,144,119,3,157,78.0,7.26,1
2122,Mumbai Indians,Punjab Kings,Chandigarh,144,119,2,157,78.0,7.26,1
2123,Mumbai Indians,Punjab Kings,Chandigarh,139,118,1,157,54.0,7.07,1
2124,Mumbai Indians,Punjab Kings,Chandigarh,139,117,0,157,36.0,7.13,1
2125,Kolkata Knight Riders,Chennai Super Kings,Kolkata,143,119,3,155,72.0,7.21,1
2126,Kolkata Knight Riders,Chennai Super Kings,Kolkata,139,119,2,155,96.0,7.01,1
2127,Kolkata Knight Riders,Chennai Super Kings,Kolkata,135,118,1,155,60.0,6.86,1
2128,Kolkata Knight Riders,Chennai Super Kings,Kolkata,134,117,0,155,42.0,6.87,1
2129,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,161,125,9,161,-0.0,7.73,1
2130,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,161,124,8,161,-0.0,7.79,1
2131,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,161,123,7,161,-0.0,7.85,1
2132,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,155,119,3,161,36.0,7.82,1
2133,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,154,118,2,161,21.0,7.83,1
2134,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,150,117,1,161,22.0,7.69,1
2135,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,146,116,0,161,22.5,7.55,1
2136,Punjab Kings,Delhi Capitals,Delhi,159,119,3,165,36.0,8.02,0
2137,Punjab Kings,Delhi Capitals,Delhi,155,119,2,165,60.0,7.82,0
2138,Punjab Kings,Delhi Capitals,Delhi,154,118,1,165,33.0,7.83,0
2139,Punjab Kings,Delhi Capitals,Delhi,153,117,0,165,24.0,7.85,0
2140,Rajasthan Royals,Mumbai Indians,Ahmedabad,175,119,3,179,24.0,8.82,0
2141,Rajasthan Royals,Mumbai Indians,Ahmedabad,174,119,2,179,30.0,8.77,0
2142,Rajasthan Royals,Mumbai Indians,Ahmedabad,173,118,1,179,18.0,8.8,0
2143,Rajasthan Royals,Mumbai Indians,Ahmedabad,173,117,0,179,12.0,8.87,0
2144,Royal Challengers Bangalore,Chennai Super Kings,Ranchi,130,119,3,139,54.0,6.55,1
2145,Royal Challengers Bangalore,Chennai Super Kings,Ranchi,129,118,2,139,30.0,6.56,1
2146,Royal Challengers Bangalore,Chennai Super Kings,Ranchi,129,117,1,139,20.0,6.62,1
2147,Royal Challengers Bangalore,Chennai Super Kings,Ranchi,129,116,0,139,15.0,6.67,1
2148,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,137,119,3,143,36.0,6.91,1
2149,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,136,118,2,143,21.0,6.92,1
2150,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,135,117,1,143,16.0,6.92,1
2151,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,135,116,0,143,12.0,6.98,1
2152,Delhi Capitals,Rajasthan Royals,Ahmedabad,202,125,9,202,-0.0,9.7,0
2153,Delhi Capitals,Rajasthan Royals,Ahmedabad,192,119,3,202,60.0,9.68,0
2154,Delhi Capitals,Rajasthan Royals,Ahmedabad,188,118,2,202,42.0,9.56,0
2155,Delhi Capitals,Rajasthan Royals,Ahmedabad,187,117,1,202,30.0,9.59,0
2156,Delhi Capitals,Rajasthan Royals,Ahmedabad,186,116,0,202,24.0,9.62,0
2157,Kolkata Knight Riders,Mumbai Indians,Cuttack,142,125,9,142,-0.0,6.82,1
2158,Kolkata Knight Riders,Mumbai Indians,Cuttack,135,119,3,142,42.0,6.81,1
2159,Kolkata Knight Riders,Mumbai Indians,Cuttack,134,119,2,142,48.0,6.76,1
2160,Kolkata Knight Riders,Mumbai Indians,Cuttack,134,118,1,142,24.0,6.81,1
2161,Kolkata Knight Riders,Mumbai Indians,Cuttack,133,117,0,142,18.0,6.82,1
2162,Punjab Kings,Sunrisers Hyderabad,Hyderabad,198,119,3,206,48.0,9.98,0
2163,Punjab Kings,Sunrisers Hyderabad,Hyderabad,195,118,2,206,33.0,9.92,0
2164,Punjab Kings,Sunrisers Hyderabad,Hyderabad,193,117,1,206,26.0,9.9,0
2165,Punjab Kings,Sunrisers Hyderabad,Hyderabad,189,116,0,206,25.5,9.78,0
2166,Delhi Capitals,Royal Challengers Bangalore,Bangalore,187,125,9,187,-0.0,8.98,0
2167,Delhi Capitals,Royal Challengers Bangalore,Bangalore,179,119,3,187,48.0,9.03,0
2168,Delhi Capitals,Royal Challengers Bangalore,Bangalore,179,118,2,187,24.0,9.1,0
2169,Delhi Capitals,Royal Challengers Bangalore,Bangalore,178,117,1,187,18.0,9.13,0
2170,Delhi Capitals,Royal Challengers Bangalore,Bangalore,177,116,0,187,15.0,9.16,0
2171,Chennai Super Kings,Rajasthan Royals,Ranchi,149,125,9,149,-0.0,7.15,1
2172,Chennai Super Kings,Rajasthan Royals,Ranchi,149,124,8,149,-0.0,7.21,1
2173,Chennai Super Kings,Rajasthan Royals,Ranchi,149,123,7,149,-0.0,7.27,1
2174,Chennai Super Kings,Rajasthan Royals,Ranchi,141,119,3,149,48.0,7.11,1
2175,Chennai Super Kings,Rajasthan Royals,Ranchi,135,118,2,149,42.0,6.86,1
2176,Chennai Super Kings,Rajasthan Royals,Ranchi,135,117,1,149,28.0,6.92,1
2177,Chennai Super Kings,Rajasthan Royals,Ranchi,129,116,0,149,30.0,6.67,1
2178,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,158,125,9,158,-0.0,7.58,1
2179,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,158,124,8,158,-0.0,7.65,1
2180,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,158,123,7,158,-0.0,7.71,1
2181,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,156,119,3,158,12.0,7.87,1
2182,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,156,118,2,158,6.0,7.93,1
2183,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,155,117,1,158,6.0,7.95,1
2184,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,155,116,0,158,4.5,8.02,1
2185,Kolkata Knight Riders,Punjab Kings,Cuttack,150,125,9,150,-0.0,7.2,1
2186,Kolkata Knight Riders,Punjab Kings,Cuttack,150,124,8,150,-0.0,7.26,1
2187,Kolkata Knight Riders,Punjab Kings,Cuttack,147,119,3,150,18.0,7.41,1
2188,Kolkata Knight Riders,Punjab Kings,Cuttack,145,118,2,150,15.0,7.37,1
2189,Kolkata Knight Riders,Punjab Kings,Cuttack,144,117,1,150,12.0,7.38,1
2190,Kolkata Knight Riders,Punjab Kings,Cuttack,144,116,0,150,9.0,7.45,1
2191,Rajasthan Royals,Royal Challengers Bangalore,Bangalore,191,125,9,191,-0.0,9.17,1
2192,Rajasthan Royals,Royal Challengers Bangalore,Bangalore,191,124,8,191,-0.0,9.24,1
2193,Rajasthan Royals,Royal Challengers Bangalore,Bangalore,191,123,7,191,-0.0,9.32,1
2194,Rajasthan Royals,Royal Challengers Bangalore,Bangalore,185,119,3,191,36.0,9.33,1
2195,Rajasthan Royals,Royal Challengers Bangalore,Bangalore,185,118,2,191,18.0,9.41,1
2196,Rajasthan Royals,Royal Challengers Bangalore,Bangalore,184,117,1,191,14.0,9.44,1
2197,Rajasthan Royals,Royal Challengers Bangalore,Bangalore,183,116,0,191,12.0,9.47,1
2198,Chennai Super Kings,Mumbai Indians,Mumbai,158,125,9,158,-0.0,7.58,1
2199,Chennai Super Kings,Mumbai Indians,Mumbai,146,119,3,158,72.0,7.36,1
2200,Chennai Super Kings,Mumbai Indians,Mumbai,146,118,2,158,36.0,7.42,1
2201,Chennai Super Kings,Mumbai Indians,Mumbai,145,117,1,158,26.0,7.44,1
2202,Chennai Super Kings,Mumbai Indians,Mumbai,145,116,0,158,19.5,7.5,1
2203,Sunrisers Hyderabad,Delhi Capitals,Delhi,144,125,9,144,-0.0,6.91,1
2204,Sunrisers Hyderabad,Delhi Capitals,Delhi,134,119,3,144,60.0,6.76,1
2205,Sunrisers Hyderabad,Delhi Capitals,Delhi,133,119,2,144,66.0,6.71,1
2206,Sunrisers Hyderabad,Delhi Capitals,Delhi,133,118,1,144,33.0,6.76,1
2207,Sunrisers Hyderabad,Delhi Capitals,Delhi,131,117,0,144,26.0,6.72,1
2208,Royal Challengers Bangalore,Punjab Kings,Bangalore,199,125,9,199,-0.0,9.55,0
2209,Royal Challengers Bangalore,Punjab Kings,Bangalore,199,124,8,199,-0.0,9.63,0
2210,Royal Challengers Bangalore,Punjab Kings,Bangalore,199,123,7,199,-0.0,9.71,0
2211,Royal Challengers Bangalore,Punjab Kings,Bangalore,195,119,3,199,24.0,9.83,0
2212,Royal Challengers Bangalore,Punjab Kings,Bangalore,195,118,2,199,12.0,9.92,0
2213,Royal Challengers Bangalore,Punjab Kings,Bangalore,195,117,1,199,8.0,10.0,0
2214,Royal Challengers Bangalore,Punjab Kings,Bangalore,191,116,0,199,12.0,9.88,0
2215,Rajasthan Royals,Sunrisers Hyderabad,Ahmedabad,135,125,9,135,-0.0,6.48,0
2216,Rajasthan Royals,Sunrisers Hyderabad,Ahmedabad,135,124,8,135,-0.0,6.53,0
2217,Rajasthan Royals,Sunrisers Hyderabad,Ahmedabad,135,123,7,135,-0.0,6.59,0
2218,Rajasthan Royals,Sunrisers Hyderabad,Ahmedabad,133,119,3,135,12.0,6.71,0
2219,Rajasthan Royals,Sunrisers Hyderabad,Ahmedabad,133,119,2,135,12.0,6.71,0
2220,Rajasthan Royals,Sunrisers Hyderabad,Ahmedabad,133,118,1,135,6.0,6.76,0
2221,Rajasthan Royals,Sunrisers Hyderabad,Ahmedabad,133,117,0,135,4.0,6.82,0
2222,Kolkata Knight Riders,Delhi Capitals,Delhi,161,125,9,161,-0.0,7.73,1
2223,Kolkata Knight Riders,Delhi Capitals,Delhi,159,119,3,161,12.0,8.02,1
2224,Kolkata Knight Riders,Delhi Capitals,Delhi,155,118,2,161,18.0,7.88,1
2225,Kolkata Knight Riders,Delhi Capitals,Delhi,154,117,1,161,14.0,7.9,1
2226,Kolkata Knight Riders,Delhi Capitals,Delhi,154,116,0,161,10.5,7.97,1
2227,Chennai Super Kings,Punjab Kings,Cuttack,227,119,3,232,30.0,11.45,0
2228,Chennai Super Kings,Punjab Kings,Cuttack,227,119,2,232,30.0,11.45,0
2229,Chennai Super Kings,Punjab Kings,Cuttack,227,118,1,232,15.0,11.54,0
2230,Chennai Super Kings,Punjab Kings,Cuttack,227,117,0,232,10.0,11.64,0
2231,Royal Challengers Bangalore,Mumbai Indians,Mumbai,182,119,3,188,36.0,9.18,0
2232,Royal Challengers Bangalore,Mumbai Indians,Mumbai,178,118,2,188,30.0,9.05,0
2233,Royal Challengers Bangalore,Mumbai Indians,Mumbai,174,117,1,188,28.0,8.92,0
2234,Royal Challengers Bangalore,Mumbai Indians,Mumbai,174,116,0,188,21.0,9.0,0
2235,Chennai Super Kings,Delhi Capitals,Delhi,179,125,9,179,-0.0,8.59,1
2236,Chennai Super Kings,Delhi Capitals,Delhi,172,119,3,179,42.0,8.67,1
2237,Chennai Super Kings,Delhi Capitals,Delhi,169,118,2,179,30.0,8.59,1
2238,Chennai Super Kings,Delhi Capitals,Delhi,169,117,1,179,20.0,8.67,1
2239,Chennai Super Kings,Delhi Capitals,Delhi,169,116,0,179,15.0,8.74,1
2240,Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,171,125,9,171,-0.0,8.21,0
2241,Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,171,124,8,171,-0.0,8.27,0
2242,Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,166,119,3,171,30.0,8.37,0
2243,Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,166,118,2,171,15.0,8.44,0
2244,Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,166,117,1,171,10.0,8.51,0
2245,Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,165,116,0,171,9.0,8.53,0
2246,Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,151,119,3,156,30.0,7.61,1
2247,Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,151,119,2,156,30.0,7.61,1
2248,Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,150,118,1,156,18.0,7.63,1
2249,Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,150,117,0,156,12.0,7.69,1
2250,Rajasthan Royals,Delhi Capitals,Delhi,144,119,3,153,54.0,7.26,1
2251,Rajasthan Royals,Delhi Capitals,Delhi,144,118,2,153,27.0,7.32,1
2252,Rajasthan Royals,Delhi Capitals,Delhi,143,117,1,153,20.0,7.33,1
2253,Rajasthan Royals,Delhi Capitals,Delhi,139,116,0,153,21.0,7.19,1
2254,Mumbai Indians,Punjab Kings,Mumbai,163,119,3,169,36.0,8.22,1
2255,Mumbai Indians,Punjab Kings,Mumbai,161,118,2,169,24.0,8.19,1
2256,Mumbai Indians,Punjab Kings,Mumbai,160,117,1,169,18.0,8.21,1
2257,Mumbai Indians,Punjab Kings,Mumbai,156,116,0,169,19.5,8.07,1
2258,Kolkata Knight Riders,Chennai Super Kings,Ranchi,149,125,9,149,-0.0,7.15,0
2259,Kolkata Knight Riders,Chennai Super Kings,Ranchi,149,124,8,149,-0.0,7.21,0
2260,Kolkata Knight Riders,Chennai Super Kings,Ranchi,146,119,3,149,18.0,7.36,0
2261,Kolkata Knight Riders,Chennai Super Kings,Ranchi,146,119,2,149,18.0,7.36,0
2262,Kolkata Knight Riders,Chennai Super Kings,Ranchi,142,118,1,149,21.0,7.22,0
2263,Kolkata Knight Riders,Chennai Super Kings,Ranchi,141,117,0,149,16.0,7.23,0
2264,Kolkata Knight Riders,Rajasthan Royals,Abu Dhabi,146,119,3,153,42.0,7.36,0
2265,Kolkata Knight Riders,Rajasthan Royals,Abu Dhabi,142,118,2,153,33.0,7.22,0
2266,Kolkata Knight Riders,Rajasthan Royals,Abu Dhabi,141,117,1,153,24.0,7.23,0
2267,Kolkata Knight Riders,Rajasthan Royals,Abu Dhabi,141,116,0,153,18.0,7.29,0
2268,Kolkata Knight Riders,Punjab Kings,Abu Dhabi,126,119,3,133,42.0,6.35,0
2269,Kolkata Knight Riders,Punjab Kings,Abu Dhabi,126,119,2,133,42.0,6.35,0
2270,Kolkata Knight Riders,Punjab Kings,Abu Dhabi,126,118,1,133,21.0,6.41,0
2271,Kolkata Knight Riders,Punjab Kings,Abu Dhabi,122,117,0,133,22.0,6.26,0
2272,Rajasthan Royals,Royal Challengers Bangalore,Abu Dhabi,71,125,9,71,-0.0,3.41,1
2273,Rajasthan Royals,Royal Challengers Bangalore,Abu Dhabi,60,119,3,71,66.0,3.03,1
2274,Rajasthan Royals,Royal Challengers Bangalore,Abu Dhabi,60,119,2,71,66.0,3.03,1
2275,Rajasthan Royals,Royal Challengers Bangalore,Abu Dhabi,60,118,1,71,33.0,3.05,1
2276,Rajasthan Royals,Royal Challengers Bangalore,Abu Dhabi,59,117,0,71,24.0,3.03,1
2277,Delhi Capitals,Chennai Super Kings,Abu Dhabi,178,125,9,178,-0.0,8.54,0
2278,Delhi Capitals,Chennai Super Kings,Abu Dhabi,172,119,3,178,36.0,8.67,0
2279,Delhi Capitals,Chennai Super Kings,Abu Dhabi,171,118,2,178,21.0,8.69,0
2280,Delhi Capitals,Chennai Super Kings,Abu Dhabi,171,117,1,178,14.0,8.77,0
2281,Delhi Capitals,Chennai Super Kings,Abu Dhabi,171,116,0,178,10.5,8.84,0
2282,Rajasthan Royals,Sunrisers Hyderabad,Abu Dhabi,130,119,3,134,24.0,6.55,1
2283,Rajasthan Royals,Sunrisers Hyderabad,Abu Dhabi,126,118,2,134,24.0,6.41,1
2284,Rajasthan Royals,Sunrisers Hyderabad,Abu Dhabi,126,117,1,134,16.0,6.46,1
2285,Rajasthan Royals,Sunrisers Hyderabad,Abu Dhabi,126,116,0,134,12.0,6.52,1
2286,Punjab Kings,Chennai Super Kings,Abu Dhabi,206,125,9,206,-0.0,9.89,0
2287,Punjab Kings,Chennai Super Kings,Abu Dhabi,202,119,3,206,24.0,10.18,0
2288,Punjab Kings,Chennai Super Kings,Abu Dhabi,198,118,2,206,24.0,10.07,0
2289,Punjab Kings,Chennai Super Kings,Abu Dhabi,198,117,1,206,16.0,10.15,0
2290,Punjab Kings,Chennai Super Kings,Abu Dhabi,194,116,0,206,18.0,10.03,0
2291,Mumbai Indians,Kolkata Knight Riders,Abu Dhabi,155,119,3,164,54.0,7.82,0
2292,Mumbai Indians,Kolkata Knight Riders,Abu Dhabi,155,118,2,164,27.0,7.88,0
2293,Mumbai Indians,Kolkata Knight Riders,Abu Dhabi,155,117,1,164,18.0,7.95,0
2294,Mumbai Indians,Kolkata Knight Riders,Abu Dhabi,155,116,0,164,13.5,8.02,0
2295,Chennai Super Kings,Mumbai Indians,Kolkata,147,119,3,149,12.0,7.41,0
2296,Chennai Super Kings,Mumbai Indians,Kolkata,146,118,2,149,9.0,7.42,0
2297,Chennai Super Kings,Mumbai Indians,Kolkata,146,117,1,149,6.0,7.49,0
2298,Chennai Super Kings,Mumbai Indians,Kolkata,146,116,0,149,4.5,7.55,0
2299,Mumbai Indians,Rajasthan Royals,Kolkata,160,119,3,166,36.0,8.07,1
2300,Mumbai Indians,Rajasthan Royals,Kolkata,154,118,2,166,36.0,7.83,1
2301,Mumbai Indians,Rajasthan Royals,Kolkata,153,117,1,166,26.0,7.85,1
2302,Mumbai Indians,Rajasthan Royals,Kolkata,153,116,0,166,19.5,7.91,1
2303,Rajasthan Royals,Sunrisers Hyderabad,Delhi,133,125,9,133,-0.0,6.38,1
2304,Rajasthan Royals,Sunrisers Hyderabad,Delhi,133,124,8,133,-0.0,6.44,1
2305,Rajasthan Royals,Sunrisers Hyderabad,Delhi,133,123,7,133,-0.0,6.49,1
2306,Rajasthan Royals,Sunrisers Hyderabad,Delhi,133,122,6,133,-0.0,6.54,1
2307,Rajasthan Royals,Sunrisers Hyderabad,Delhi,125,119,3,133,48.0,6.3,1
2308,Rajasthan Royals,Sunrisers Hyderabad,Delhi,124,118,2,133,27.0,6.31,1
2309,Rajasthan Royals,Sunrisers Hyderabad,Delhi,124,117,1,133,18.0,6.36,1
2310,Rajasthan Royals,Sunrisers Hyderabad,Delhi,120,116,0,133,19.5,6.21,1
2311,Mumbai Indians,Chennai Super Kings,Delhi,193,125,9,193,-0.0,9.26,0
2312,Mumbai Indians,Chennai Super Kings,Delhi,183,119,3,193,60.0,9.23,0
2313,Mumbai Indians,Chennai Super Kings,Delhi,183,118,2,193,30.0,9.31,0
2314,Mumbai Indians,Chennai Super Kings,Delhi,181,117,1,193,24.0,9.28,0
2315,Mumbai Indians,Chennai Super Kings,Delhi,181,116,0,193,18.0,9.36,0
2316,Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,124,119,3,131,42.0,6.25,1
2317,Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,120,118,2,131,33.0,6.1,1
2318,Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,119,117,1,131,24.0,6.1,1
2319,Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,119,116,0,131,18.0,6.16,1
2320,Chennai Super Kings,Royal Challengers Bangalore,Bangalore,97,119,3,107,60.0,4.89,0
2321,Chennai Super Kings,Royal Challengers Bangalore,Bangalore,96,118,2,107,33.0,4.88,0
2322,Chennai Super Kings,Royal Challengers Bangalore,Bangalore,96,117,1,107,22.0,4.92,0
2323,Chennai Super Kings,Royal Challengers Bangalore,Bangalore,96,116,0,107,16.5,4.97,0
2324,Mumbai Indians,Punjab Kings,Dharamsala,184,125,9,184,-0.0,8.83,0
2325,Mumbai Indians,Punjab Kings,Dharamsala,184,124,8,184,-0.0,8.9,0
2326,Mumbai Indians,Punjab Kings,Dharamsala,184,123,7,184,-0.0,8.98,0
2327,Mumbai Indians,Punjab Kings,Dharamsala,184,122,6,184,-0.0,9.05,0
2328,Mumbai Indians,Punjab Kings,Dharamsala,181,119,3,184,18.0,9.13,0
2329,Mumbai Indians,Punjab Kings,Dharamsala,181,118,2,184,9.0,9.2,0
2330,Mumbai Indians,Punjab Kings,Dharamsala,181,117,1,184,6.0,9.28,0
2331,Mumbai Indians,Punjab Kings,Dharamsala,175,116,0,184,13.5,9.05,0
2332,Rajasthan Royals,Sunrisers Hyderabad,Hyderabad,134,119,3,137,18.0,6.76,0
2333,Rajasthan Royals,Sunrisers Hyderabad,Hyderabad,134,118,2,137,9.0,6.81,0
2334,Rajasthan Royals,Sunrisers Hyderabad,Hyderabad,134,117,1,137,6.0,6.87,0
2335,Rajasthan Royals,Sunrisers Hyderabad,Hyderabad,128,116,0,137,13.5,6.62,0
2336,Delhi Capitals,Punjab Kings,Dharamsala,172,125,9,172,-0.0,8.26,0
2337,Delhi Capitals,Punjab Kings,Dharamsala,172,124,8,172,-0.0,8.32,0
2338,Delhi Capitals,Punjab Kings,Dharamsala,172,123,7,172,-0.0,8.39,0
2339,Delhi Capitals,Punjab Kings,Dharamsala,172,122,6,172,-0.0,8.46,0
2340,Delhi Capitals,Punjab Kings,Dharamsala,172,121,5,172,-0.0,8.53,0
2341,Delhi Capitals,Punjab Kings,Dharamsala,169,119,3,172,18.0,8.52,0
2342,Delhi Capitals,Punjab Kings,Dharamsala,168,118,2,172,12.0,8.54,0
2343,Delhi Capitals,Punjab Kings,Dharamsala,168,117,1,172,8.0,8.62,0
2344,Delhi Capitals,Punjab Kings,Dharamsala,168,116,0,172,6.0,8.69,0
2345,Rajasthan Royals,Mumbai Indians,Mumbai,162,119,3,167,30.0,8.17,0
2346,Rajasthan Royals,Mumbai Indians,Mumbai,161,119,2,167,36.0,8.12,0
2347,Rajasthan Royals,Mumbai Indians,Mumbai,157,118,1,167,30.0,7.98,0
2348,Rajasthan Royals,Mumbai Indians,Mumbai,157,117,0,167,20.0,8.05,0
2349,Delhi Capitals,Chennai Super Kings,Chennai,169,125,9,169,-0.0,8.11,0
2350,Delhi Capitals,Chennai Super Kings,Chennai,169,124,8,169,-0.0,8.18,0
2351,Delhi Capitals,Chennai Super Kings,Chennai,169,123,7,169,-0.0,8.24,0
2352,Delhi Capitals,Chennai Super Kings,Chennai,163,119,3,169,36.0,8.22,0
2353,Delhi Capitals,Chennai Super Kings,Chennai,163,119,2,169,36.0,8.22,0
2354,Delhi Capitals,Chennai Super Kings,Chennai,163,118,1,169,18.0,8.29,0
2355,Delhi Capitals,Chennai Super Kings,Chennai,163,117,0,169,12.0,8.36,0
2356,Punjab Kings,Royal Challengers Bangalore,Bangalore,175,125,9,175,-0.0,8.4,0
2357,Punjab Kings,Royal Challengers Bangalore,Bangalore,175,124,8,175,-0.0,8.47,0
2358,Punjab Kings,Royal Challengers Bangalore,Bangalore,175,123,7,175,-0.0,8.54,0
2359,Punjab Kings,Royal Challengers Bangalore,Bangalore,169,119,3,175,36.0,8.52,0
2360,Punjab Kings,Royal Challengers Bangalore,Bangalore,168,118,2,175,21.0,8.54,0
2361,Punjab Kings,Royal Challengers Bangalore,Bangalore,166,119,1,175,54.0,8.37,0
2362,Punjab Kings,Royal Challengers Bangalore,Bangalore,165,118,0,175,30.0,8.39,0
2363,Mumbai Indians,Sunrisers Hyderabad,Mumbai,179,125,9,179,-0.0,8.59,1
2364,Mumbai Indians,Sunrisers Hyderabad,Mumbai,179,124,8,179,-0.0,8.66,1
2365,Mumbai Indians,Sunrisers Hyderabad,Mumbai,170,119,3,179,54.0,8.57,1
2366,Mumbai Indians,Sunrisers Hyderabad,Mumbai,170,118,2,179,27.0,8.64,1
2367,Mumbai Indians,Sunrisers Hyderabad,Mumbai,168,117,1,179,22.0,8.62,1
2368,Mumbai Indians,Sunrisers Hyderabad,Mumbai,168,116,0,179,16.5,8.69,1
2369,Rajasthan Royals,Chennai Super Kings,Jaipur,142,125,9,142,-0.0,6.82,1
2370,Rajasthan Royals,Chennai Super Kings,Jaipur,142,124,8,142,-0.0,6.87,1
2371,Rajasthan Royals,Chennai Super Kings,Jaipur,140,119,3,142,12.0,7.06,1
2372,Rajasthan Royals,Chennai Super Kings,Jaipur,140,118,2,142,6.0,7.12,1
2373,Rajasthan Royals,Chennai Super Kings,Jaipur,140,117,1,142,4.0,7.18,1
2374,Rajasthan Royals,Chennai Super Kings,Jaipur,139,116,0,142,4.5,7.19,1
2375,Kolkata Knight Riders,Royal Challengers Bangalore,Ranchi,116,125,9,116,-0.0,5.57,1
2376,Kolkata Knight Riders,Royal Challengers Bangalore,Ranchi,116,124,8,116,-0.0,5.61,1
2377,Kolkata Knight Riders,Royal Challengers Bangalore,Ranchi,116,123,7,116,-0.0,5.66,1
2378,Kolkata Knight Riders,Royal Challengers Bangalore,Ranchi,116,122,6,116,-0.0,5.7,1
2379,Kolkata Knight Riders,Royal Challengers Bangalore,Ranchi,116,121,5,116,-0.0,5.75,1
2380,Kolkata Knight Riders,Royal Challengers Bangalore,Ranchi,115,119,3,116,6.0,5.8,1
2381,Kolkata Knight Riders,Royal Challengers Bangalore,Ranchi,115,118,2,116,3.0,5.85,1
2382,Kolkata Knight Riders,Royal Challengers Bangalore,Ranchi,115,117,1,116,2.0,5.9,1
2383,Kolkata Knight Riders,Royal Challengers Bangalore,Ranchi,113,116,0,116,4.5,5.84,1
2384,Punjab Kings,Punjab Kings,Chandigarh,151,125,9,151,-0.0,7.25,0
2385,Punjab Kings,Punjab Kings,Chandigarh,151,124,8,151,-0.0,7.31,0
2386,Punjab Kings,Punjab Kings,Chandigarh,149,119,3,151,12.0,7.51,0
2387,Punjab Kings,Punjab Kings,Chandigarh,149,118,2,151,6.0,7.58,0
2388,Punjab Kings,Punjab Kings,Chandigarh,149,117,1,151,4.0,7.64,0
2389,Punjab Kings,Punjab Kings,Chandigarh,149,116,0,151,3.0,7.71,0
2390,Delhi Capitals,Delhi Capitals,Delhi,184,125,9,184,-0.0,8.83,0
2391,Delhi Capitals,Delhi Capitals,Delhi,177,119,3,184,42.0,8.92,0
2392,Delhi Capitals,Delhi Capitals,Delhi,173,118,2,184,33.0,8.8,0
2393,Delhi Capitals,Delhi Capitals,Delhi,169,117,1,184,30.0,8.67,0
2394,Delhi Capitals,Delhi Capitals,Delhi,168,116,0,184,24.0,8.69,0
2395,Rajasthan Royals,Punjab Kings,Chandigarh,146,125,9,146,-0.0,7.01,1
2396,Rajasthan Royals,Punjab Kings,Chandigarh,141,119,3,146,30.0,7.11,1
2397,Rajasthan Royals,Punjab Kings,Chandigarh,141,118,2,146,15.0,7.17,1
2398,Rajasthan Royals,Punjab Kings,Chandigarh,140,117,1,146,12.0,7.18,1
2399,Rajasthan Royals,Punjab Kings,Chandigarh,140,116,0,146,9.0,7.24,1
2400,Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,218,119,3,224,36.0,10.99,0
2401,Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,218,118,2,224,18.0,11.08,0
2402,Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,217,117,1,224,14.0,11.13,0
2403,Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,213,116,0,224,16.5,11.02,0
2404,Rajasthan Royals,Delhi Capitals,Jaipur,155,125,9,155,-0.0,7.44,1
